timestamp,imagen,lat,lon,tag,score
IMG_3187.JPG,2017:10:28 13:4:5099,40.405255555555556,-3.8397944444444447,Sky,0.91
IMG_3188.JPG,2017:10:28 13:10:121,40.40529166666666,-3.8396333333333335,Street light,1.30
IMG_3189.JPG,2017:10:28 13:1,40.40538055555555,-3.839491666666667,Mount Scenery,2.74
IMG_3190.JPG,2017:10:28 13:12:2899,40.40553333333333,-3.839472222222222,Window,1.64
IMG_3191.JPG,2017:10:28 13:18:4799,40.40558611111111,-3.8391305555555557,Sky,0.95
IMG_3193.JPG,nan,nan,nan,Bitter orange,4.50
IMG_3194.JPG,2017:10:28 13:51:1199,40.406013888888886,-3.836813888888889,Table,2.09
IMG_3195.JPG,2017:10:28 13:51:2199,40.40598611111111,-3.8367583333333335,Table,2.20
